Name,URL,Fact and Bias
ushealthyadvisor,ushealthyadvisor.com,"  fake news  fake  conspiracy  junksci   Panama, Pa.* "
ushealthylife,ushealthylife.com,"  fake news  fake       Panama, Pa.* "
U.S. Herald,usherald.com,"questionable  fake news  bias  conspiracy  fake   Austin, Texas "
usinfonews,usinfonews.com,"  fake news  fake       Veles, Macedonia "
uslifetoday,uslifetoday.com,    clickbait      doesn't appear to be currently updated  
US News World Report,usnews.com,left_center            
US Politics Info,uspoliticsinfo.com,right            
uspoliticslive,uspoliticslive.com,    fake  bias  conspiracy    
USPOLN,uspoln.com,"satire  fake news  fake       Scottsdale, Ariz. ** "
US Postman,uspostman.com,"questionable  fake news  fake       Veles, Macedonia "
US Uncut,usuncut.com,left    clickbait  bias  unreliable    
usviewer,usviewer.com,"    unreliable  fake     basically copy pastes parts of actual reuters stories, no authors listed or publication info  "
Vaccines ,vaccines.news,pseudoscience            
Red River Valley News,valleynewslive.com,right_center            
Vancouver Sun,vancouversun.com,left_center            
Vanity Fair,vanityfair.com,left            
VDARE,vdare.com,questionable    bias  hate      
Vessel News,vesselnews.io,right            
veteransnewsnow,veteransnewsnow.com,"    unreliable  political    I read sample articles and didn't find inaccuracy, but the language is strong loaded  "
Veterans Today,veteranstoday.com,pseudoscience    bias  unreliable      
Vice News,vice.com,left_center            
Vidmax,vidmax.com,questionable            
Vigilant Citizen,vigilantcitizen.com,pseudoscience    fake  conspiracy      
The Village Voice,villagevoice.com,left            
viralactions,viralactions.com,"  fake news  fake       Scottsdale, Ariz. ** "
Viral Cords,viralcords.com,satire            
Viral Devil,viraldevil.com,satire            
Viral Liberty,viralliberty.com,questionable    fake  bias  clickbait    
viraltube,viraltube.nl,    clickbait        
Voice of America,voanews.com,least_biased            
Vocativ,vocativ.com,least_biased            
Voice of America TV (voiceofamericatv ),voiceofamericatv.com,pseudoscience            
Voice of San Diego,voiceofsandiego.org,least_biased            
VoteVets ,votevets.org,left_center            
Vox,vox.com,left            
voxtribune,voxtribune.com,"  fake news  fake       Scottsdale, Ariz. ** "
wakeupthesheep,wakeupthesheep.com,    conspiracy        
The Waking Times,wakingtimes.com,pseudoscience    junksci        
wakingupwisconsin,wakingupwisconsin.com,    conspiracy         
Walk With Her,walkwithher.com,questionable            
Wall Street on Parade,wallstreetonparade.com,left_center    unreliable      mostly linking commenting on both news and other sources.  
War on the Rocks,warontherocks.com,least_biased            
Washington Blade,washingtonblade.com,left_center            
washingtonevening,washingtonevening.com,"  imposter site         Kumanovo, Macedonia "
Washington Examiner,washingtonexaminer.com,right_center    political  unreliable       
The Washington Feed,washingtonfeed.com,"questionable  fake news         Vancouver, Canada  "
Washington Monthly,washingtonmonthly.com,left            
Washington Post,washingtonpost.com.co,"left_center  imposter site  fake       Washington, DC "
washingtonsblog,washingtonsblog.com,    bias  conspiracy  satire  Site notes it sometimes contains parody  
Washington Times,washingtontimes.com,right_center            
Watchdog ,watchdog.org,right_center            
The Watchers,watchers.news,pro_science            
Waterford Whispers News,waterfordwhispersnews.com,satire    satire        
Watts Up with That,wattsupwiththat.com,pseudoscience            
We Are Change,wearechange.org,pseudoscience    bias  conspiracy      
We Are The Mighty,wearethemighty.com,least_biased            
Weasel Zippers,weaselzippers.us,right    unreliable  bias    copies pastes quotes bits from news orgs and other questionable sites  
Web Daily,webdaily.com,questionable    fake  conspiracy  bias    
WebMD,webmd.com,pro_science            
weconservative,weconservative.com,"  fake news         Veles, Macedonia "
Weekly Standard,weeklystandard.com,right    political  bias      
weeklyworldnews,weeklyworldnews.com,    fake  rumor  clickbait  pretty well known tabloid fake news source  
Wellness Achiever,wellnessachiever.net,pseudoscience            
welovenative,welovenative.com,"  some fake stories         Pristina, Kosovo "
weshapelife,weshapelife.org,    conspiracy  junksci      
Western Journalism,westernjournalism.com,right    bias  clickbait      
Tea Party News (TPNN),westernjournalism.com thepoint,right            
WGN News,wgntv.com,left_center            
Whale ,whale.to,pseudoscience            
WhatDoesItMean,whatdoesitmean.com,pseudoscience    conspiracy        
whatreallyhappened,whatreallyhappened.com,    conspiracy  rumor      
1600 Daily,whitehouse.gov 1600daily,right            
whitepower,whitepower.com,    hate  conspiracy  bias    
World Health Organization,who.int en,pro_science            
whowhatwhy,whowhatwhy.org,    conspiracy      9 11 = FBI coverup  
Why Don’t You Try This,whydontyoutrythis.com,pseudoscience    junksci  rumor      
Wikipedia,wikipedia.org,least_biased            
Wikispooks,wikispooks.com,pseudoscience    conspiracy        
williambanzai7 spot,williambanzai7.blogspot.com,    satire        
willyloman ,willyloman.wordpress.com,    conspiracy        
Woodrow Wilson International Center for Scholars,wilsoncenter.org,least_biased            
Windsor Star,windsorstar.com,left_center            
winkprogress,winkprogress.com,    satire        
Winning Democrats,winningdemocrats.com,questionable    bias  unreliable       
Wired Magazine,wired.com,left_center            
witscience,witscience.org,    satire        
Wyoming Institute of Technology (WIT),witscience.org,satire            
World News,wn.com,least_biased            
wnd,wnd.com,    bias  clickbait  unreliable    
WNYC,wnyc.org,left_center            
wolfstreet,wolfstreet.com,    unreliable        
Wonkette,wonkette.com,left            
wonkie,wonkie.com,    satire        
World Magazine,world.wng.org,right            
World Affairs Journal,worldaffairsjournal.org,left_center            
World News Daily,worldnewsdailyreport.com,satire            
worldnewsdailyreport,worldnewsdailyreport.com,"  parody site  satire       Nobby Beach, Australia !! "
World News Politics,worldnewspolitics.com,questionable    bias        
worldpoliticsnow,worldpoliticsnow.com,"  fake news  fake        Nassau, Bahamas! "
World Politics Review,worldpoliticsreview.com,least_biased            
worldpoliticsus,worldpoliticsus.com,    fake      website down  
World Politicus,worldpoliticus.com,questionable            
World Press Review,worldpress.org,least_biased            
worldrumor,worldrumor.com,    fake      no longer being updated?  
Socialist Standard,worldsocialism.org spgb,left            
World Socialist Web Site,worldsocialistwebsite.com,left            
worldstoriestoday,worldstoriestoday.com,    fake      no longer being updated?  
World Tribune,worldtribune.com,right            
World Truth TV,worldtruth.tv,pseudoscience    conspiracy  junksci      
worldwidehealthy,worldwidehealthy.com,    junksci  clickbait      
WRAL,wral.com,least_biased            
Wall Street Journal,wsj.com,right_center            
wundergroundmusic,wundergroundmusic.com,    satire        
Charleston Gazette-Mail,wvgazettemail.com,left_center            
Christian Broadcasting Network (CBN),www1.cbn.com,pseudoscience            
NHK World,www3.nhk.or.jp nhkworld,least_biased            
x22report,x22report.com,    conspiracy      website down  
Yahoo News,yahoo.com news ?ref=gs,left_center            
York Daily Record,ydr.com,left_center            
YellowHammer News,yellowhammernews.com,right    political        
"Yes, I’m Right",yesimright.com,questionable    fake  bias      
YnetNews,ynetnews.com,left_center            
youngcons,youngcons.com,    bias  unreliable      
Young Conservatives,youngcons.com,right            
yourfunpage,yourfunpage.com,    fake      mostly links to rando YT videos  
yournationnews,yournationnews.com,    clickbait        
Your News Wire,yournewswire.com,pseudoscience    clickbait  junksci      
Z Magazine,zcomm.org zmag,left            
Zero Hedge,zerohedge.com,pseudoscience    conspiracy        
ZootFeed ,zootfeed.com,questionable    conspiracy        
(The)Atlantic,theatlantic.com,left_center            
Against Crony Capitalism,againstcronycapitalism.org,right            
All That’s Fab,allthatsfab.com,left            
Alt Health Works,althealthworks.com,pseudoscience            
American Academy of Pediatrics (AAP),aap.org,pro_science            
American Institute of Physics (AIP),aip.org,pro_science            
American Scientist,americanscientist.org,pro_science            
Australian Financial Review,afr.com,least_biased            
Bangkok Post,bangkokpost.com,least_biased            
Belfer Center for Science and International Affairs,belfercenter.org,least_biased            
Center for Media and Democracy (PR Watch),prwatch.org,left            
Center on Budget and Policy Priorities,cbpp.org,left_center            
Chicago Reporter,chicagoreporter.com,left_center            
Chronicles (Rockford Institute),chroniclesmagazine.org,right            
Columbia Journalism Review (CJR),cjr.org,left_center            
Daily Liberator,thedailyliberator.com,right            
DeSmogBlog,desmogblog.com,left            
Des Moines Register,desmoinesregister.com,right_center            
DW News (Deutsche Welle),dw.com,left_center            
Fact Myth,factmyth.com,left_center            
Fact and Logic about the Middle East (FLAME),factsandlogic.org,right            
Factcheck ,factcheck.org,least_biased            
Fresh News – USA,theusa-news.com,questionable            
Genetic Literacy Project (GLP),geneticliteracyproject.org,pro_science            
GOPOPCALYPSE,gopocalypse.org,left            
Hartford Courant,courant.com,left_center            
