The Whim,thewhim.com,least_biased,,,,,,
Think Progress,thinkprogress.org,left,,political,,,,
Third Way,thirdway.org,least_biased,,,,,,
This,this.org,left,,,,,,
The Zero Hour,thisisthezerohour.com,left_center,,,,,,
threepercenternation,threepercenternation.com,,,fake,conspiracy,bias,,
Thrive Movement,thrivemovement.com,pseudoscience,,,,,,
Time,time.com,left_center,,,,,,
The Times,times.com.mx,satire,,,,,,
times .mx,times.com.mx,,imposter site,fake,,,,"Chesterbrook, Pa ^"
Times-Colonist,timescolonist.com,left_center,,,,,,
Times of Israel,timesofisrael.com,left_center,,,,,,
Albany Times-Union,timesunion.com,left_center,,,,,,
Tell Me Now,tmn.today,questionable,,,,,,
tmzworldnews,tmzworldnews.com,,fake news,fake,,,,"Scottsdale, Ariz.**"
Today Dispatch,todaydispatch.com,questionable,,,,,,
To Inform is to Influence,toinformistoinfluence.com,left_center,,,,,,
Toledo Blade,toledoblade.com,right_center,,,,,,
TomDispatch ,tomdispatch.com,left_center,,,,,,
tomwoods,tomwoods.com,,,political,unrealiable,,,
topekasnews,topekasnews.com,,,satire,,,,
Topinfo Post,topinfopost.com,pseudoscience,,clickbait,unreliable,conspiracy,,
Toronto Sun,torontosun.com,right,,,,,,
Towleroad,towleroad.com,left,,,,,,
Townhall,townhall.com,right,,,,,,
Transparency International,transparency.org,least_biased,,,,,,
Transpartisan Review,transpartisanreview.com,least_biased,,,,,,
Pittsburgh Tribune Review,triblive.com,right_center,,,,,,
Tribunist,tribunist.com,right,,,,,,
Ring of Fire,trofire.com,left,,,,,,
True Activist,trueactivist.com,questionable,,clickbait,unreliable,,,
trueamericans,trueamericans.me,,fake news,fake,,,,"Chesterbrook, Pa. ^"
True Pundit,truepundit.com,pseudoscience,,bias,clickbait,,,
True Trumpers,truetrumpers.com,questionable,fake news,fake,,,,"Chesterbrook, Pa.^"
Departed (Maganews ),trumpers.online,questionable,,,,,,
trumpvision365,trumpvision365.com,,,fake,,,,
TruNews,trunews.com,pseudoscience,,,,,,
Truth Out,truth-out.org,left,,,,,,
Truth and Action,truthandaction.org,questionable,,bias,conspiracy,clickbait,,
Truth Bang,truthbang.net,satire,,,,,,
Truth Be Told,truthbetold.news,least_biased,,,,,,
Truth Broadcasting Network,truthbroadcastnetwork.com,pseudoscience,,conspiracy,clickbait,,,
Truth Channel Politics,truthchannelpolitics.com,pseudoscience,,,,,,
Truthdig,truthdig.com,left,,,,,,
Truth Examiner,truthexaminer.com,questionable,,,,,,
TruthFeed,truthfeed.com,questionable,,hate,bias,conspiracy,,
truthfrequencyradio,truthfrequencyradio.com,,,conspiracy, ,,,
Truth In Media,truthinmedia.com,right,,,,,,
truthkings,truthkings.com,,,bias,conspiracy,junksci,,
Truth Monitor,truthmonitor.com,questionable,,,,,,
Truth Revolt,truthrevolt.org,questionable,,bias,hate,,,
Arizona Daily Star,tucson.com,left_center,,,,,,
Turkey and Facts (Dogruluk Payi),turkeyandfacts.com,least_biased,,,,,,
TVW Washington State,tvw.org,least_biased,,,,,,
Twitchy,twitchy.com,right,,clickbait,rumor,,,
Union of Concerned Scientists,ucsusa.org,pro_science,,,,,,
ufoholic,ufoholic.com,,,conspiracy,,,,
United Federation of Teachers (UFT),uft.org,left_center,,,,,,
Unbiased America,unbiasedamerica.com,right,,,,,,
Uncle Sam’s Misguided Children,unclesamsmisguidedchildren.com,questionable,,bias,,,,
unconfirmedsources,unconfirmedsources.com,,,satire,,,,
Underground Health,undergroundhealth.com,pseudoscience,,,,,,
The Underground Report,undergroundnewsreport.com,satire,,,,,,
undergroundnewsreport,undergroundnewsreport.com,,fake news,fake,,,,"Scottsdale, Ariz. **"
undergroundworldnews,undergroundworldnews.com,,,fake,conspiracy,bias,,
Understand Reality Through Science,understandrealitythroughscience.blogspot.com,pro_science,,,,,,
Unicorn Riot,unicornriot.ninja,left_center,,,,,,
Manchester Union Leader,unionleader.com,right,,,,,,
unitedmediapublishing,unitedmediapublishing.com,,,fake,,,,
universepolitics,universepolitics.com,,fake news,fake,,,,"Veles, Macedonia"
University Business,universitybusiness.com,left_center,,,,,,
unz,unz.com,,,bias,,,,
United Press International (UPI),upi.com,least_biased,,,,,,
Uproxx,uproxx.com,left,,,,,,
Upworthy,upworthy.com,left,,,,,,
Urban Institute,urban.org,left_center,,,,,,
urbanimagemagazine,urbanimagemagazine.com,,some fake stories,,,,,"Marion, Indiana"
us.blastingnews,us.blastingnews.com,,,satire,unreliable,,,
usa-radio,usa-radio.com,,fake news,fake,,,,"Scottsdale, Ariz. **"
usa-television,usa-television.com,,imposter site,fake,,,,"Scottsdale, Ariz. **"
usa2016elections,usa2016elections.com,,,fake,,,no longer being updated,
usadailyinfo,usadailyinfo.com,,fake news,fake,,,,Panama *
usadailypolitics,usadailypolitics.com,,,fake,,,,
usadailypost ,usadailypost.us,,fake news,,,,,"Veles, Macedonia"
usadailytime,usadailytime.com,,fake news,fake,,,"no satire disclaimer,  usadailytime.com breaking-mexico-closes-borders-usa-citizens ","Panama, Pa.*"
usadosenews,usadosenews.com,,fake news,fake,,,,"Nobby Beach, Australia!!"
usafirstinformation,usafirstinformation.com,,fake news,fake,,,,"Panama, Pa. *"
USA Hitman,usahitman.com,pseudoscience,,fake,conspiracy,,,
usainfobox,usainfobox.com,,,fake,,,"can't find satire disclaimer, patently false",
usamagazinestudio,usamagazinestudio.com,,,fake,,,,
usanews4u ,usanews4u.us,,fake news,,,,,"Veles, Virgin Islands"
USA Newsflash,usanewsflash.com,questionable,,fake,bias,clickbait,,
usanewshome,usanewshome.com,,fake news,,,,,"Scottsdale, Ariz. **"
usanewsinsider,usanewsinsider.com,,,fake,bias,clickbait,,
usanewspolitics,usanewspolitics.com,,,fake,,,,
USANewsToday,usanewstoday.com,questionable,fake news,fake,,,,"Scotts, Mich."
usaonlinepolitics,usaonlinepolitics.com,,,fake,clickbait,,no longer being updated,
usaphase,usaphase.com,,,fake,bias,,,
usapolitics24hrs,usapolitics24hrs.com,,fake news,fake,,,,"Nobby Beach, Australia !!"
USA Politics Now,usapoliticsnow.com,questionable,fake news,fake,bias,,,"Nobby Beach, Australia !!"
USA Politics Today,usapoliticstoday.com,right,fake news,bias,unreliable,,,"Brea, Calif.^^"
usapoliticszone,usapoliticszone.com,,fake news,fake,,,,"Veles, Macedonia"
usasnich,usasnich.com,,fake news,fake,,,,"Scottsdale, Ariz. **"
USA Supreme,usasupreme.com,questionable,,fake, ,,,
USA Today,usatoday.com.co,least_biased,,fake,,,,
usatodaynews,usatodaynews.me,,imposter site,fake,,,,"Chesterbrook, Pa ^"
usatwentyfour,usatwentyfour.com,,,fake,,,,
usawatchdog,usawatchdog.com,,,bias,,,,
usaworldbox,usaworldbox.com,,fake news,,,,,"Panama, Pa.^"
U.S. Chronicle,uschronicle.com,questionable,,bias,conspiracy,hate,,
usconservativetoday,usconservativetoday.com,,,fake,,,,
usdefensewatch,usdefensewatch.com,,,unreliable,,,,
usfanzone,usfanzone.com,,,fake,bias,,,
ushealthyadvisor,ushealthyadvisor.com,,fake news,fake,conspiracy,junksci,,"Panama, Pa.*"
ushealthylife,ushealthylife.com,,fake news,fake,,,,"Panama, Pa.*"
U.S. Herald,usherald.com,questionable,fake news,bias,conspiracy,fake,,"Austin, Texas"
usinfonews,usinfonews.com,,fake news,fake,,,,"Veles, Macedonia"
uslifetoday,uslifetoday.com,,,clickbait,,,doesn't appear to be currently updated,
US News World Report,usnews.com,left_center,,,,,,
US Politics Info,uspoliticsinfo.com,right,,,,,,
uspoliticslive,uspoliticslive.com,,,fake,bias,conspiracy,,
USPOLN,uspoln.com,satire,fake news,fake,,,,"Scottsdale, Ariz. **"
US Postman,uspostman.com,questionable,fake news,fake,,,,"Veles, Macedonia"
US Uncut,usuncut.com,left,,clickbait,bias,unreliable,,
usviewer,usviewer.com,,,unreliable,fake, ,"basically copy pastes parts of actual reuters stories, no authors listed or publication info",
Vaccines ,vaccines.news,pseudoscience,,,,,,
Red River Valley News,valleynewslive.com,right_center,,,,,,
Vancouver Sun,vancouversun.com,left_center,,,,,,
Vanity Fair,vanityfair.com,left,,,,,,
VDARE,vdare.com,questionable,,bias,hate,,,
Vessel News,vesselnews.io,right,,,,,,
veteransnewsnow,veteransnewsnow.com,,,unreliable,political,,"I read sample articles and didn't find inaccuracy, but the language is strong loaded",
Veterans Today,veteranstoday.com,pseudoscience,,bias,unreliable,,,
Vice News,vice.com,left_center,,,,,,
Vidmax,vidmax.com,questionable,,,,,,
Vigilant Citizen,vigilantcitizen.com,pseudoscience,,fake,conspiracy,,,
The Village Voice,villagevoice.com,left,,,,,,
viralactions,viralactions.com,,fake news,fake,,,,"Scottsdale, Ariz. **"
Viral Cords,viralcords.com,satire,,,,,,
Viral Devil,viraldevil.com,satire,,,,,,
Viral Liberty,viralliberty.com,questionable,,fake,bias,clickbait,,
viraltube,viraltube.nl,,,clickbait,,,,
Voice of America,voanews.com,least_biased,,,,,,
Vocativ,vocativ.com,least_biased,,,,,,
Voice of America TV (voiceofamericatv ),voiceofamericatv.com,pseudoscience,,,,,,
Voice of San Diego,voiceofsandiego.org,least_biased,,,,,,
VoteVets ,votevets.org,left_center,,,,,,
Vox,vox.com,left,,,,,,
voxtribune,voxtribune.com,,fake news,fake,,,,"Scottsdale, Ariz. **"
wakeupthesheep,wakeupthesheep.com,,,conspiracy,,,,
The Waking Times,wakingtimes.com,pseudoscience,,junksci,,,,
wakingupwisconsin,wakingupwisconsin.com,,,conspiracy, ,,,
Walk With Her,walkwithher.com,questionable,,,,,,
Wall Street on Parade,wallstreetonparade.com,left_center,,unreliable,,,mostly linking commenting on both news and other sources.,
War on the Rocks,warontherocks.com,least_biased,,,,,,
Washington Blade,washingtonblade.com,left_center,,,,,,
washingtonevening,washingtonevening.com,,imposter site,,,,,"Kumanovo, Macedonia"
Washington Examiner,washingtonexaminer.com,right_center,,political,unreliable, ,,
The Washington Feed,washingtonfeed.com,questionable,fake news,,,,,"Vancouver, Canada "
Washington Monthly,washingtonmonthly.com,left,,,,,,
Washington Post,washingtonpost.com.co,left_center,imposter site,fake,,,,"Washington, DC"
washingtonsblog,washingtonsblog.com,,,bias,conspiracy,satire,Site notes it sometimes contains parody,
Washington Times,washingtontimes.com,right_center,,,,,,
Watchdog ,watchdog.org,right_center,,,,,,
The Watchers,watchers.news,pro_science,,,,,,
Waterford Whispers News,waterfordwhispersnews.com,satire,,satire,,,,
Watts Up with That,wattsupwiththat.com,pseudoscience,,,,,,
We Are Change,wearechange.org,pseudoscience,,bias,conspiracy,,,
We Are The Mighty,wearethemighty.com,least_biased,,,,,,
Weasel Zippers,weaselzippers.us,right,,unreliable,bias,,copies pastes quotes bits from news orgs and other questionable sites,
Web Daily,webdaily.com,questionable,,fake,conspiracy,bias,,
WebMD,webmd.com,pro_science,,,,,,
weconservative,weconservative.com,,fake news,,,,,"Veles, Macedonia"
Weekly Standard,weeklystandard.com,right,,political,bias,,,
weeklyworldnews,weeklyworldnews.com,,,fake,rumor,clickbait,pretty well known tabloid fake news source,
Wellness Achiever,wellnessachiever.net,pseudoscience,,,,,,
welovenative,welovenative.com,,some fake stories,,,,,"Pristina, Kosovo"
weshapelife,weshapelife.org,,,conspiracy,junksci,,,
Western Journalism,westernjournalism.com,right,,bias,clickbait,,,
Tea Party News (TPNN),westernjournalism.com thepoint,right,,,,,,
WGN News,wgntv.com,left_center,,,,,,
Whale ,whale.to,pseudoscience,,,,,,
WhatDoesItMean,whatdoesitmean.com,pseudoscience,,conspiracy,,,,
whatreallyhappened,whatreallyhappened.com,,,conspiracy,rumor,,,
1600 Daily,whitehouse.gov 1600daily,right,,,,,,
whitepower,whitepower.com,,,hate,conspiracy,bias,,
World Health Organization,who.int en,pro_science,,,,,,
whowhatwhy,whowhatwhy.org,,,conspiracy,,,9 11 = FBI coverup,
Why Don’t You Try This,whydontyoutrythis.com,pseudoscience,,junksci,rumor,,,
Wikipedia,wikipedia.org,least_biased,,,,,,
Wikispooks,wikispooks.com,pseudoscience,,conspiracy,,,,
williambanzai7 spot,williambanzai7.blogspot.com,,,satire,,,,
willyloman ,willyloman.wordpress.com,,,conspiracy,,,,
Woodrow Wilson International Center for Scholars,wilsoncenter.org,least_biased,,,,,,
Windsor Star,windsorstar.com,left_center,,,,,,
winkprogress,winkprogress.com,,,satire,,,,
Winning Democrats,winningdemocrats.com,questionable,,bias,unreliable, ,,
Wired Magazine,wired.com,left_center,,,,,,
witscience,witscience.org,,,satire,,,,
Wyoming Institute of Technology (WIT),witscience.org,satire,,,,,,
World News,wn.com,least_biased,,,,,,
wnd,wnd.com,,,bias,clickbait,unreliable,,
WNYC,wnyc.org,left_center,,,,,,
wolfstreet,wolfstreet.com,,,unreliable,,,,
Wonkette,wonkette.com,left,,,,,,
wonkie,wonkie.com,,,satire,,,,
World Magazine,world.wng.org,right,,,,,,
World Affairs Journal,worldaffairsjournal.org,left_center,,,,,,
World News Daily,worldnewsdailyreport.com,satire,,,,,,
worldnewsdailyreport,worldnewsdailyreport.com,,parody site,satire,,,,"Nobby Beach, Australia !!"
World News Politics,worldnewspolitics.com,questionable,,bias,,,,
worldpoliticsnow,worldpoliticsnow.com,,fake news,fake ,,,,"Nassau, Bahamas!"
World Politics Review,worldpoliticsreview.com,least_biased,,,,,,
worldpoliticsus,worldpoliticsus.com,,,fake,,,website down,
World Politicus,worldpoliticus.com,questionable,,,,,,
World Press Review,worldpress.org,least_biased,,,,,,
worldrumor,worldrumor.com,,,fake,,,no longer being updated?,
Socialist Standard,worldsocialism.org spgb,left,,,,,,
World Socialist Web Site,worldsocialistwebsite.com,left,,,,,,
worldstoriestoday,worldstoriestoday.com,,,fake,,,no longer being updated?,
World Tribune,worldtribune.com,right,,,,,,
World Truth TV,worldtruth.tv,pseudoscience,,conspiracy,junksci,,,
worldwidehealthy,worldwidehealthy.com,,,junksci,clickbait,,,
WRAL,wral.com,least_biased,,,,,,
Wall Street Journal,wsj.com,right_center,,,,,,
wundergroundmusic,wundergroundmusic.com,,,satire,,,,
Charleston Gazette-Mail,wvgazettemail.com,left_center,,,,,,
Christian Broadcasting Network (CBN),www1.cbn.com,pseudoscience,,,,,,
NHK World,www3.nhk.or.jp nhkworld,least_biased,,,,,,
x22report,x22report.com,,,conspiracy,,,website down,
Yahoo News,yahoo.com news ?ref=gs,left_center,,,,,,
York Daily Record,ydr.com,left_center,,,,,,
YellowHammer News,yellowhammernews.com,right,,political,,,,
"Yes, I’m Right",yesimright.com,questionable,,fake,bias,,,
YnetNews,ynetnews.com,left_center,,,,,,
youngcons,youngcons.com,,,bias,unreliable,,,
Young Conservatives,youngcons.com,right,,,,,,
yourfunpage,yourfunpage.com,,,fake,,,mostly links to rando YT videos,
yournationnews,yournationnews.com,,,clickbait,,,,
Your News Wire,yournewswire.com,pseudoscience,,clickbait,junksci,,,
Z Magazine,zcomm.org zmag,left,,,,,,
Zero Hedge,zerohedge.com,pseudoscience,,conspiracy,,,,
ZootFeed ,zootfeed.com,questionable,,conspiracy,,,,
(The)Atlantic,theatlantic.com,left_center,,,,,,
Against Crony Capitalism,againstcronycapitalism.org,right,,,,,,
All That’s Fab,allthatsfab.com,left,,,,,,
Alt Health Works,althealthworks.com,pseudoscience,,,,,,
American Academy of Pediatrics (AAP),aap.org,pro_science,,,,,,
American Institute of Physics (AIP),aip.org,pro_science,,,,,,
American Scientist,americanscientist.org,pro_science,,,,,,
Australian Financial Review,afr.com,least_biased,,,,,,
Bangkok Post,bangkokpost.com,least_biased,,,,,,
Belfer Center for Science and International Affairs,belfercenter.org,least_biased,,,,,,
Center for Media and Democracy (PR Watch),prwatch.org,left,,,,,,
Center on Budget and Policy Priorities,cbpp.org,left_center,,,,,,
Chicago Reporter,chicagoreporter.com,left_center,,,,,,
Chronicles (Rockford Institute),chroniclesmagazine.org,right,,,,,,
Columbia Journalism Review (CJR),cjr.org,left_center,,,,,,
Daily Liberator,thedailyliberator.com,right,,,,,,
DeSmogBlog,desmogblog.com,left,,,,,,
Des Moines Register,desmoinesregister.com,right_center,,,,,,
DW News (Deutsche Welle),dw.com,left_center,,,,,,
Fact Myth,factmyth.com,left_center,,,,,,
Fact and Logic about the Middle East (FLAME),factsandlogic.org,right,,,,,,
Factcheck ,factcheck.org,least_biased,,,,,,
Fresh News – USA,theusa-news.com,questionable,,,,,,
Genetic Literacy Project (GLP),geneticliteracyproject.org,pro_science,,,,,,
GOPOPCALYPSE,gopocalypse.org,left,,,,,,
Hartford Courant,courant.com,left_center,,,,,,
Heavy ,heavy.com,left_center,,,,,,
Herald-Sun (Australia),heraldsun.com.au,right_center,,,,,,
Hindu Business Line,thehindubusinessline.com,right_center,,,,,,
Huffington Post,huffingtonpost.com,left,,,,,,
Institute for Creation Research (IRC),icr.org,pseudoscience,,,,,,
LiveInformation Liberation,informationliberation.com,questionable,,,,,,
James Randi Educational Foundation (JREF),web.randi.org,pro_science,,,,,,
Janes 360,janes.com,least_biased,,,,,,
JStor Daily,daily.jstor.org,least_biased,,,,,,
KMOV-St. Louis,kmov.com,left_center,,,,,,
Maclean’s Magazine,macleans.ca,right_center,,,,,,
MILO News (Milo Yiannopoulos),milo.yiannopoulos.net,questionable,,,,,,
National Economic Editorial,nationaleconomicseditorial.com,questionable,,,,,,
National Newswatch (Canada),nationalnewswatch.com,left_center,,,,,,
New America Foundation,newamerica.org,least_biased,,,,,,
Newbusters,newsbusters.org,right,,,,,,
Oil and Water Don’t Mix,oilandwaterdontmix.org,left_center,,,,,,
People for the Ethical Treatment of Animals (PETA),peta.org,pseudoscience,,,,,,
Peterson Institute for International Economics (PIIE),piie.com,least_biased,,,,,,
PINAC (Photography is not a Crime),photographyisnotacrime.com,left,,,,,,
PolicyED ,policyed.org,right_center,,,,,,
Project on Government Oversight (POGO),pogo.org,least_biased,,,,,,
Proud Conservative,theproudconservative.com,questionable,,,,,,
Providence Journal,providencejournal.com,left_center,,,,,,
PXW News,parallax.news,least_biased,,,,,,
Reveal – Center for Investigative Journalism,revealnews.org,satire,,,,,,
